icao24,callsign,longitude,latitude,baro_altitude,velocity,on_ground,heading,vertical_rate,squawk,time,type,engineCount,engineType,manufacturer,operator
'060021', 'MAU34',2.44,48.9153,3246.12,146.11,'False',265.15,-6.5, '1000',1550817589,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.4208,48.9141,3185.16,145.33,'False',264.11,-6.5, '1000',1550817598,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.3815,48.9111,3055.62,143.51,'False',263.21,-7.48, '1000',1550817619,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.3621,48.9096,2979.42,142.49,'False',263.16,-8.13, '1000',1550817628,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.3426,48.9081,2895.6,141.92,'False',263.34,-8.13, '1000',1550817639,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.3225,48.9065,2827.02,141.35,'False',263.52,-4.88, '1000',1550817649,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.3062,48.9053,2788.92,140.32,'False',263.47,-4.88, '1000',1550817658,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.2843,48.9036,2735.58,140.32,'False',263.47,-5.53, '1000',1550817669,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.2659,48.9023,2674.62,140.78,'False',263.71,-5.53, '1000',1550817679,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.2458,48.9008,2628.9,140.27,'False',263.68,-4.23, '1000',1550817689,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.2088,48.8981,2567.94,140.27,'False',263.68,-2.28, '1000',1550817709,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.189,48.8966,2537.46,140.78,'False',263.71,-2.6, '1000',1550817719,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.1689,48.8951,2514.6,141.35,'False',263.52,-1.95, '1000',1550817730,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.1502,48.8937,2484.12,141.8,'False',263.75,-2.6, '1000',1550817739,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.1313,48.8923,2461.26,140.83,'False',263.5,-2.93, '1000',1550817749,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.112,48.8908,2438.4,136.69,'False',263.52,-0.33, '1000',1550817759,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.0937,48.8894,2438.4,130.95,'False',263.68,0.33, '1000',1550817770,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.0774,48.8893,2430.78,126.47,'False',277.01,-1.95, '1000',1550817779,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.0611,48.8929,2400.3,122.44,'False',298.07,-4.55, '1000',1550817789,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.0643,48.9431,1996.44,109.08,'False',54.21,-6.5, '1000',1550817849,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.0764,48.9486,1927.86,108.01,'False',56.46,-6.83, '1000',1550817859,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.0891,48.9541,1851.66,107.16,'False',57.15,-7.15, '1000',1550817869,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.1131,48.964,1691.64,107.2,'False',59.74,-9.75, '1000',1550817889,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.1287,48.9677,1600.2,107.18,'False',75.83,-6.18, '1000',1550817900,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.1414,48.9692,1569.72,105.06,'False',81.55,-3.25, '1000',1550817909,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.1569,48.9703,1531.62,102.15,'False',85.67,-3.58, '1000',1550817920,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.1671,48.9707,1493.52,100.57,'False',85.89,-4.88, '1000',1550817927,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.1825,48.9716,1470.66,97.54,'False',85.46,-1.63, '1000',1550817939,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.1953,48.9723,1440.18,92.55,'False',84.26,-5.85, '1000',1550817949,'Landplane',4,'Jet','Airbus','MAU'
'060021', 'MAU34',2.2086,48.9732,1386.84,101.6,'False',85.94,-3.9, '1000',1550817959,'Landplane',4,'Jet','Airbus','MAU'
'3000c7', '',2.5918,48.9976,60.96,80.36,'False',87.06,13.66, '1000',1550817679,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.6022,48.9979,205.74,79.82,'False',87.41,16.58, '1000',1550817689,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.6212,48.9986,480.06,79.87,'False',86.68,13.66, '1000',1550817709,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.6316,48.999,617.22,80.97,'False',85.99,13.98, '1000',1550817719,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.6434,48.9995,762,80.49,'False',85.6,15.28, '1000',1550817730,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.6532,49.0001,899.16,78.99,'False',85.14,14.63, '1000',1550817739,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.6636,49.0007,1005.84,84.21,'False',84.74,8.45, '1000',1550817749,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.6744,49.0013,1082.04,90.4,'False',84.78,7.8, '1000',1550817759,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.6864,49.002,1150.62,96.6,'False',84.81,7.8, '1000',1550817769,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.6991,49.0028,1196.34,105.91,'False',84.7,4.55, '1000',1550817779,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.7105,49.0035,1257.3,112.57,'False',85.02,10.08, '1000',1550817789,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.7395,49.0052,1447.8,125.52,'False',84.83,11.05, '1000',1550817809,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.7546,49.0061,1531.62,131.72,'False',84.85,12.03, '1000',1550817819,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.7681,49.0068,1638.3,135.86,'False',84.79,15.28, '1000',1550817828,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.7859,49.0079,1790.7,137.35,'False',85.06,19.51, '1000',1550817839,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.8019,49.0081,1965.96,138.5,'False',92.34,19.83, '1000',1550817849,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.82,49.0065,2148.84,138.52,'False',101.35,21.13, '1000',1550817859,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.8374,49.0021,2346.96,140.38,'False',117.97,19.51, '1000',1550817869,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.8597,48.9885,2636.52,144.85,'False',145.12,16.58, '1000',1550817889,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.8686,48.9776,2773.68,148.08,'False',156.02,14.96, '1000',1550817900,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.8736,48.9666,2910.84,151.89,'False',167.28,15.61, '1000',1550817909,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.8745,48.9532,3070.86,155.16,'False',183.61,16.91, '1000',1550817920,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.8715,48.9431,3177.54,158.24,'False',195.08,14.31, '1000',1550817929,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.8662,48.9318,3276.6,162.52,'False',198.26,10.73, '1000',1550817940,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.8607,48.9213,3360.42,166.97,'False',200,12.03, '1000',1550817949,'Landplane',2,'Jet','Airbus','AZA'
'3000c7', 'AZA317',2.8539,48.9094,3467.1,169.38,'False',201.19,14.96, '1000',1550817960,'Landplane',2,'Jet','Airbus','AZA'
'344216', 'AEA47PD',2.2072,48.9732,1371.6,97.07,'False',85.14,-3.9, '5344',1550817461,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.2072,48.9732,1371.6,97.07,'False',85.14,-3.9, '5344',1550817461,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.2072,48.9732,1371.6,97.07,'False',85.14,-3.9, '5344',1550817461,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.2072,48.9732,1371.6,97.07,'False',85.14,-3.9, '5344',1550817461,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.2072,48.9732,1371.6,97.07,'False',85.14,-3.9, '5344',1550817461,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.2072,48.9732,1371.6,97.07,'False',85.14,-3.9, '5344',1550817461,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.2072,48.9732,1371.6,97.07,'False',85.14,-3.9, '5344',1550817461,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.2072,48.9732,1371.6,97.07,'False',85.14,-3.9, '5344',1550817461,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.2072,48.9732,1371.6,97.07,'False',85.14,-3.9, '5344',1550817461,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.3736,48.9825,693.42,82.07,'False',85.33,-3.9,' None',1550817589,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.385,48.9831,655.32,79.55,'False',84.81,-3.9, '5344',1550817599,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.4056,48.9843,563.88,76.9,'False',85.4,-4.23, '5344',1550817618,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.4173,48.9849,518.16,76.43,'False',84.98,-3.9, '5344',1550817629,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.4262,48.9854,487.68,75.87,'False',85.33,-3.58, '5344',1550817638,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.4381,48.986,441.96,75.87,'False',85.33,-4.23, '5344',1550817649,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.4476,48.9865,403.86,75.36,'False',85.3,-3.9, '5344',1550817659,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.4587,48.9872,358.14,74.34,'False',85.24,-3.9, '5344',1550817670,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.4682,48.9877,320.04,73.75,'False',86,-3.58, '5344',1550817679,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.4786,48.9882,281.94,73.31,'False',85.17,-3.9, '5344',1550817689,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.4977,48.9893,205.74,72.76,'False',85.54,-3.9, '5344',1550817709,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5079,48.9898,167.64,71.73,'False',85.48,-3.9, '5344',1550817719,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5181,48.9904,121.92,70.19,'False',85.38,-3.9, '5344',1550817730,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5263,48.9908,91.44,69.68,'False',85.34,-3.58, '5344',1550817739,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,53.34,69.68,'False',85.34,-3.58, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,38.1,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,38.1,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344216', 'AEA47PD',2.5369,48.9914,-45.72,70.19,'False',85.38,-3.9, '5344',1550817749,'Landplane',2,'Jet','Boeing','AEA'
'344557', '',2.792,48.9458,2186.94,148.33,'False',221.49,15.28, '7663',1550817589,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.7778,48.9378,2331.72,148.96,'False',231.31,15.93, '7663',1550817598,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.7452,48.9218,2606.04,152.89,'False',233.21,13.66, '7663',1550817619,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.7276,48.9129,2766.06,153.32,'False',232.36,16.91, '7663',1550817630,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.7114,48.9044,2926.08,153.78,'False',231.52,14.96, '7663',1550817639,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.6928,48.8947,3055.62,156.27,'False',231.28,12.35, '7663',1550817649,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.678,48.8867,3162.3,159.08,'False',230.91,9.75, '7663',1550817658,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.66,48.8771,3223.26,164.55,'False',230.84,5.2, '7663',1550817669,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.6412,48.867,3268.98,172.26,'False',230.94,4.88, '7663',1550817679,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.6216,48.8564,3345.18,178.05,'False',230.75,8.78, '7663',1550817690,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.5858,48.837,3581.4,181.27,'False',230.53,15.28, '7663',1550817708,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.5659,48.8262,3741.42,180.94,'False',230.65,15.93, '7663',1550817719,'Landplane',2,'Jet','Airbus','VLG'
'344557', 'VLG88PR',2.5454,48.8151,3909.06,180.87,'False',230.42,15.61, '7663',1550817730,'Landplane',2,'Jet','Airbus','VLG'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392ae9', 'AFR56TQ',2.5552,49.0055,0,10.8,'True',267,0,' None',1550817569,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.5854,48.9974,-38.1,84.88,'False',87,0, '7656',1550816228,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6079,48.9982,213.36,79.31,'False',87.4,12.68, '7656',1550816249,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6168,48.9985,320.04,79.84,'False',87.05,10.08, '7656',1550816257,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6293,48.999,441.96,81.99,'False',86.04,11.05, '7656',1550816269,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6399,48.9995,548.64,82.54,'False',85.71,12.03, '7656',1550816278,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6523,49.0002,670.56,83.14,'False',85.03,10.4, '7656',1550816289,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6633,49.0009,792.48,82.72,'False',84.29,13, '7656',1550816299,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6633,49.0009,792.48,82.72,'False',84.29,13, '7656',1550816299,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6852,49.0022,1005.84,85.7,'False',85.18,6.18, '7656',1550816319,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7112,49.0037,1104.9,99.67,'False',84.97,4.88, '7656',1550816339,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7272,49.0046,1158.24,108.94,'False',85.12,3.25, '7656',1550816350,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7419,49.0054,1203.96,118.77,'False',85.03,5.85, '7656',1550816360,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7586,49.0061,1264.92,127.12,'False',88.38,6.5, '7656',1550816369,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7771,49.0046,1348.74,135.01,'False',103.67,10.73, '7656',1550816380,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7936,48.9997,1470.66,139.06,'False',121.69,14.96, '7656',1550816389,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.808,48.9912,1638.3,140.96,'False',140.03,16.26, '7656',1550816400,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.8172,48.9803,1805.94,142.46,'False',159.27,17.88, '7656',1550816409,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.8173,48.9557,2133.6,145.96,'False',197.22,13.98, '7656',1550816429,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.8068,48.944,2286,149.26,'False',220.39,14.63, '7656',1550816439,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7917,48.9352,2407.92,152.38,'False',232.82,11.7, '7656',1550816449,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7747,48.9269,2537.46,154.66,'False',233.93,13.98, '7656',1550816459,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7581,48.919,2682.24,154.96,'False',233.78,17.23, '7656',1550816469,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7412,48.9108,2865.12,153.72,'False',233.44,17.56, '7656',1550816479,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7235,48.902,3017.52,155.77,'False',233.05,12.35, '7656',1550816489,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.7068,48.8936,3131.82,158.56,'False',232.65,11.05, '7656',1550816499,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6713,48.8757,3253.74,171.64,'False',232.31,5.2, '7656',1550816519,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6528,48.8662,3322.32,177.1,'False',232.2,7.48, '7656',1550816529,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6327,48.8559,3421.38,180.7,'False',232.05,11.38, '7656',1550816539,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.6126,48.8455,3566.16,182.15,'False',232,15.93, '7656',1550816550,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.5941,48.836,3726.18,181.02,'False',231.93,17.23, '7656',1550816559,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.5754,48.8263,3886.2,181.02,'False',231.93,16.26, '7656',1550816569,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.5754,48.8263,3886.2,181.02,'False',231.93,16.26, '7656',1550816569,'Landplane',2,'Jet','Airbus','AFR'
'392af5', 'AFR85TE',2.5479,48.8121,4114.8,179.89,'False',231.85,17.23, '7656',1550816583,'Landplane',2,'Jet','Airbus','AFR'
'392f2a', 'AFR217',2.5708,49.0206,0,10.29,'True',84,0, '3273',1550815953,'Landplane',4,'Jet','Airbus','AFR'
'392f2a', 'AFR217',2.5826,49.0088,0,10.29,'True',84,0, '3273',1550816231,'Landplane',4,'Jet','Airbus','AFR'
'392f2a', 'AFR217',2.5826,49.0088,0,10.29,'True',84,0, '3273',1550816231,'Landplane',4,'Jet','Airbus','AFR'
'3944e7', '',2.5638,48.9991,0,11.83,'True',264,0,' None',1550817373,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5638,48.9991,0,11.83,'True',264,0,' None',1550817373,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5638,48.9991,0,11.83,'True',264,0,' None',1550817373,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5638,48.9991,0,11.83,'True',264,0,' None',1550817373,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5638,48.9991,0,11.83,'True',264,0,' None',1550817373,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5638,48.9991,0,11.83,'True',264,0,' None',1550817373,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5638,48.9991,0,11.83,'True',264,0,' None',1550817373,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5638,48.9991,0,11.83,'True',264,0,' None',1550817373,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5638,48.9991,0,11.83,'True',264,0,' None',1550817373,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5516,49.0159,0,9.77,'True',354,0,' None',1550817590,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5516,49.0159,0,9.77,'True',354,0,' None',1550817590,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5516,49.0159,0,9.77,'True',354,0,' None',1550817590,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5516,49.0159,0,9.77,'True',354,0,' None',1550817590,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5516,49.0159,0,9.77,'True',354,0,' None',1550817590,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5516,49.0159,0,9.77,'True',354,0,' None',1550817590,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5516,49.0159,0,9.77,'True',354,0,' None',1550817590,'Landplane',2,'Jet','Airbus','AFR'
'3944e7', '',2.5516,49.0159,0,9.77,'True',354,0,' None',1550817590,'Landplane',2,'Jet','Airbus','AFR'
