icao24,callsign,longitude,latitude,baro_altitude,velocity,on_ground,heading,vertical_rate,squawk,time,type,engineCount,engineType,manufacturer,operator
'394a15', 'AFR457',2.5968,48.9975,0,8.23,'True',354,0, '1000',1550817588,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5968,48.9975,0,8.23,'True',354,0, '1000',1550817588,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5968,48.9975,0,8.23,'True',354,0, '1000',1550817588,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394a15', 'AFR457',2.5941,49.0007,0,6.69,'True',264,0, '1000',1550817686,'Landplane',2,'Jet','Boeing','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c07', '',2.5514,49.0175,0,10.29,'True',354,0,' None',1550817696,'Landplane',2,'Jet','Airbus','AFR'
'394c0c', 'AFR143M',2.5745,49.0237,266.7,78.28,'False',87.36,13, '5611',1550817889,'Landplane',2,'Jet','Airbus','AFR'
'394c0c', 'AFR143M',2.585,49.024,381,80.9,'False',86.72,9.75, '5611',1550817898,'Landplane',2,'Jet','Airbus','AFR'
'394c0c', 'AFR143M',2.5967,49.0246,495.3,81.56,'False',85.3,11.38, '5611',1550817909,'Landplane',2,'Jet','Airbus','AFR'
'394c0c', 'AFR143M',2.6081,49.0252,609.6,82.07,'False',85.33,10.08, '5611',1550817919,'Landplane',2,'Jet','Airbus','AFR'
'394c0c', 'AFR143M',2.6194,49.0258,716.28,82.67,'False',84.64,10.73, '5611',1550817929,'Landplane',2,'Jet','Airbus','AFR'
'394c0c', 'AFR143M',2.6307,49.0265,845.82,81.09,'False',84.9,13, '5611',1550817939,'Landplane',2,'Jet','Airbus','AFR'
'394c0c', 'AFR143M',2.6413,49.0271,952.5,81.04,'False',85.27,8.45, '5611',1550817949,'Landplane',2,'Jet','Airbus','AFR'
'394c0c', 'AFR143M',2.6524,49.0277,1036.32,85.19,'False',85.15,6.83, '5611',1550817959,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5525,49.0095,0,9.77,'True',343,0, '1000',1550816224,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5522,49.01,0,8.75,'True',331,0, '1000',1550816231,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5522,49.01,0,8.75,'True',331,0, '1000',1550816231,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5522,49.01,0,8.75,'True',331,0, '1000',1550816231,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5522,49.01,0,8.75,'True',331,0, '1000',1550816231,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5522,49.01,0,8.75,'True',331,0, '1000',1550816231,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5518,49.0148,0,10.29,'True',351,0, '1000',1550816297,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5518,49.0148,0,10.29,'True',351,0, '1000',1550816297,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5516,49.0156,0,10.8,'True',354,0, '1000',1550816315,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5514,49.0172,0,10.29,'True',354,0, '1000',1550816335,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5513,49.018,0,7.2,'True',357,0, '1000',1550816349,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5513,49.018,0,7.2,'True',357,0, '1000',1550816349,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'394c13', 'AFR38PG',2.5508,49.0186,0,7.2,'True',292,0, '1000',1550816361,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5551,49.0073,0,5.14,'True',264,0, '1000',1550816223,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5551,49.0073,0,5.14,'True',264,0, '1000',1550816223,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5551,49.0073,0,5.14,'True',264,0, '1000',1550816223,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5551,49.0073,0,5.14,'True',264,0, '1000',1550816223,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5551,49.0073,0,5.14,'True',264,0, '1000',1550816223,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5535,49.0041,0,12.35,'True',163,0, '1000',1550816287,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5536,49.0037,0,12.86,'True',163,0, '1000',1550816290,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5536,49.0037,0,12.86,'True',163,0, '1000',1550816290,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5536,49.0037,0,12.86,'True',163,0, '1000',1550816290,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5536,49.0037,0,12.86,'True',163,0, '1000',1550816290,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5536,49.0037,0,12.86,'True',163,0, '1000',1550816290,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5536,49.0037,0,12.86,'True',163,0, '1000',1550816290,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5536,49.0037,0,12.86,'True',163,0, '1000',1550816290,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5536,49.0037,0,12.86,'True',163,0, '1000',1550816290,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5536,49.0037,0,12.86,'True',163,0, '1000',1550816290,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5536,49.0037,0,12.86,'True',163,0, '1000',1550816290,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5601,48.9961,0,19.55,'True',84,0, '1000',1550816410,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5676,48.9965,0,50.42,'True',84,0, '1000',1550816429,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5795,48.9971,0,71.18,'True',85.86,7.48, '1000',1550816438,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5896,48.9975,53.34,70.57,'False',87.08,11.05, '1000',1550816449,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.5995,48.9978,175.26,69.5,'False',87.88,11.7, '1000',1550816459,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.609,48.9979,289.56,68.95,'False',88.72,9.43, '1000',1550816469,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.6185,48.9981,381,69.99,'False',88.32,9.43, '1000',1550816479,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.6276,48.9983,480.06,71.04,'False',87.92,10.08, '1000',1550816489,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.638,48.9986,586.74,72.14,'False',86.73,9.75, '1000',1550816499,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.6564,48.9995,784.86,70.8,'False',84.58,12.35, '1000',1550816519,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.6666,49.0002,914.4,69.88,'False',83.66,9.1, '1000',1550816529,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.6763,49.0009,967.74,75.11,'False',83.31,4.55, '1000',1550816539,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.6875,49.0018,1021.08,82.38,'False',83.19,4.55, '1000',1550816549,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7001,49.0027,1066.8,90.45,'False',84.45,3.9, '1000',1550816559,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7123,49.0034,1097.28,98.09,'False',85.19,3.58, '1000',1550816569,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7123,49.0034,1097.28,98.09,'False',85.19,3.58, '1000',1550816569,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7306,49.0044,1165.86,109.41,'False',85.42,9.43, '1000',1550816583,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7421,49.005,1257.3,114.07,'False',85.34,13.33, '1000',1550816597,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7646,49.0058,1493.52,117.32,'False',91.26,19.51, '1000',1550816619,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7646,49.0058,1493.52,117.32,'False',91.26,19.51, '1000',1550816619,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7788,49.0042,1645.92,120.06,'False',108.75,18.21, '1000',1550816632,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7788,49.0042,1645.92,120.06,'False',108.75,18.21, '1000',1550816632,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7906,49.0001,1798.32,121.57,'False',123.96,16.91, '1000',1550816653,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7946,48.9979,1859.28,122.2,'False',130.73,17.88, '1000',1550816666,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7946,48.9979,1859.28,122.2,'False',130.73,17.88, '1000',1550816666,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7946,48.9979,1859.28,122.2,'False',130.73,17.88, '1000',1550816666,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7946,48.9979,1859.28,122.2,'False',130.73,17.88, '1000',1550816666,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7946,48.9979,1859.28,122.2,'False',130.73,17.88, '1000',1550816666,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7946,48.9979,1859.28,122.2,'False',130.73,17.88, '1000',1550816666,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.809,48.9786,2225.04,125.68,'False',170.58,18.53, '1000',1550816724,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.809,48.9786,2225.04,125.68,'False',170.58,18.53, '1000',1550816724,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.809,48.9786,2225.04,125.68,'False',170.58,18.53, '1000',1550816724,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.809,48.9786,2225.04,125.68,'False',170.58,18.53, '1000',1550816724,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.8081,48.9671,2385.06,130.08,'False',190.02,15.28, '1000',1550816777,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7754,48.8906,3147.06,155.75,'False',195.32,15.61, '1000',1550817301,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7754,48.8906,3147.06,155.75,'False',195.32,15.61, '1000',1550817301,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7754,48.8906,3147.06,155.75,'False',195.32,15.61, '1000',1550817301,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7738,48.8864,3177.54,158.24,'False',195.08,10.08, '1000',1550817336,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7702,48.8776,3215.64,163.6,'False',195.13,4.55, '1000',1550817461,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7702,48.8776,3215.64,163.6,'False',195.13,4.55, '1000',1550817461,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7702,48.8776,3215.64,163.6,'False',195.13,4.55, '1000',1550817461,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7702,48.8776,3215.64,163.6,'False',195.13,4.55, '1000',1550817461,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7702,48.8776,3215.64,163.6,'False',195.13,4.55, '1000',1550817461,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7702,48.8776,3215.64,163.6,'False',195.13,4.55, '1000',1550817461,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7702,48.8776,3215.64,163.6,'False',195.13,4.55, '1000',1550817461,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7702,48.8776,3215.64,163.6,'False',195.13,4.55, '1000',1550817461,'Landplane',2,'Jet','Airbus','AFR'
'3950c0', 'AFR106W',2.7702,48.8776,3215.64,163.6,'False',195.13,4.55, '1000',1550817461,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5566,49.0074,0,3.86,'True',261,0,' None',1550816227,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
'3950cb', 'AFR1750',2.5556,49.0073,0,5.66,'True',267,0,' None',1550816243,'Landplane',2,'Jet','Airbus','AFR'
